SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP,REVISED BUDGET,
1000,11,1140,522500,10000600,522500,,1000-11-13-1140-000000-000000-000-522500-,Telecommunications,E,"477,752","477,752",
1000,11,1140,522510,10000600,522510,,1000-11-13-1140-000000-000000-000-522510-,ISP Telecommunications,E,"15,050","15,050",
1000,11,1140,522520,10000600,522520,,1000-11-13-1140-000000-000000-000-522520-,Utilities,E,"9,380","9,380",
1000,11,1140,523000,10000600,523000,,1000-11-13-1140-000000-000000-000-523000-,ISP Insurance Premiums,E,184,184,
1000,11,1140,524000,10000600,524000,,1000-11-13-1140-000000-000000-000-524000-,Rental Of Land & Bldgs,E,"479,200","479,200",
1000,11,1140,529000,10000600,529000,,1000-11-13-1140-000000-000000-000-529000-,Travel & Meetings,E,"3,250","3,250",
1000,11,1140,529010,10000600,529010,,1000-11-13-1140-000000-000000-000-529010-,Empl Reimb Training Exp,E,"19,000","19,000",
1000,11,1140,529020,10000600,529020,,1000-11-13-1140-000000-000000-000-529020-,Training Conf & Meetings,E,"42,349","42,349",
1000,11,1140,529030,10000600,529030,,1000-11-13-1140-000000-000000-000-529030-,Postage,E,"8,721","8,721",
1000,11,1140,529040,10000600,529040,,1000-11-13-1140-000000-000000-000-529040-,Printing & Publishing,E,"32,203","32,203",
1000,11,1140,529050,10000600,529050,,1000-11-13-1140-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"2,700","2,700",
1000,11,1140,529999,10000600,529999,,1000-11-13-1140-000000-000000-000-529999-,Pcard expense - unallocated,E,0,0,
1000,11,1140,560100,10000600,560100,,1000-11-13-1140-000000-000000-000-560100-,Reimbursed Expenses,E,"9,600","9,600",
1000,11,1150,510100,10000680,510100,,1000-11-13-1150-000000-000000-000-510100-,Salaries & Wages - Regular,E,"791,374","791,374",
1000,11,1150,510150,10000680,510150,,1000-11-13-1150-000000-000000-000-510150-,Salary & Wage - Temp,E,"48,850","48,850",
1000,11,1150,510190,10000680,510190,,1000-11-13-1150-000000-000000-000-510190-,Salary & Wages-Part-Time,E,0,0,
1000,11,1150,510195,10000680,510195,,1000-11-13-1150-000000-000000-000-510195-,Employee Merit Pay,E,"14,692","14,692",
1000,11,1150,515130,10000680,515130,,1000-11-13-1150-000000-000000-000-515130-,Social Security Tax,E,"63,474","63,474",
1000,11,1150,515140,10000680,515140,,1000-11-13-1150-000000-000000-000-515140-,Empl Retirement Expns,E,"59,290","59,290",
1000,11,1150,515150,10000680,515150,,1000-11-13-1150-000000-000000-000-515150-,Empl Insurance Premium,E,"65,125","65,125",
1000,11,1150,515160,10000680,515160,,1000-11-13-1150-000000-000000-000-515160-,Retiree Insurance Premium,E,"6,742","6,742",
1000,11,1150,515190,10000680,515190,,1000-11-13-1150-000000-000000-000-515190-,401K Retirement,E,"24,748","24,748",
1000,11,1150,515200,10000680,515200,,1000-11-13-1150-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819","4,819",
1000,11,1150,520050,10000680,520050,,1000-11-13-1150-000000-000000-000-520050-,Auto & Othr Allowances,E,100,100,
1000,11,1150,520120,10000680,520120,,1000-11-13-1150-000000-000000-000-520120-,M&R-Buildings,E,150,150,
1000,11,1150,520210,10000680,520210,,1000-11-13-1150-000000-000000-000-520210-,Advertising,E,650,650,
1000,11,1150,521910,10000680,521910,,1000-11-13-1150-000000-000000-000-521910-,Misc Contractual Services,E,"105,600","105,600",
1000,11,1150,522210,10000680,522210,,1000-11-13-1150-000000-000000-000-522210-,Specialty Departmental Supplie,E,200,200,
1000,11,1150,522230,10000680,522230,,1000-11-13-1150-000000-000000-000-522230-,Sm Tools & Expnd Eqpt,E,150,150,
1000,11,1150,522240,10000680,522240,,1000-11-13-1150-000000-000000-000-522240-,Office Supplies,E,"2,650","2,650",
1000,11,1150,522250,10000680,522250,,1000-11-13-1150-000000-000000-000-522250-,Technology Services,E,"11,150","11,150",
1000,11,1150,522500,10000680,522500,,1000-11-13-1150-000000-000000-000-522500-,Telecommunications,E,"1,850","1,850",
1000,11,1150,522510,10000680,522510,,1000-11-13-1150-000000-000000-000-522510-,ISP Telecommunications,E,"2,656","2,656",
1000,11,1150,524010,10000680,524010,,1000-11-13-1150-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"30,780","30,780",
1000,11,1150,529000,10000680,529000,,1000-11-13-1150-000000-000000-000-529000-,Travel & Meetings,E,"4,800","4,800",
1000,11,1150,529010,10000680,529010,,1000-11-13-1150-000000-000000-000-529010-,Empl Reimb Training Exp,E,"1,000","1,000",
1000,11,1150,529020,10000680,529020,,1000-11-13-1150-000000-000000-000-529020-,Training Conf & Meetings,E,"10,750","10,750",
1000,11,1150,529030,10000680,529030,,1000-11-13-1150-000000-000000-000-529030-,Postage,E,100,100,
1000,11,1150,529040,10000680,529040,,1000-11-13-1150-000000-000000-000-529040-,Printing & Publishing,E,360,360,
1000,11,1150,529050,10000680,529050,,1000-11-13-1150-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"4,045","4,045",
1000,11,1150,529999,10000680,529999,,1000-11-13-1150-000000-000000-000-529999-,Pcard expense - unallocated,E,0,0,
1000,11,1150,560100,10000680,560100,,1000-11-13-1150-000000-000000-000-560100-,Departmental Charges,E,"78,382","78,382",
1000,12,1200,510100,10000720,510100,,1000-12-13-1200-000000-000000-000-510100-,Salaries & Wages - Regular,E,"292,850","292,850",
1000,12,1200,510150,10000720,510150,,1000-12-13-1200-000000-000000-000-510150-,Salary & Wage - Temp,E,"15,000","15,000",
1000,12,1200,510195,10000720,510195,,1000-12-13-1200-000000-000000-000-510195-,Employee Merit Pay,E,"4,375","4,375",
1000,12,1200,515130,10000720,515130,,1000-12-13-1200-000000-000000-000-515130-,Social Security Tax,E,"23,106","23,106",
1000,12,1200,515140,10000720,515140,,1000-12-13-1200-000000-000000-000-515140-,Empl Retirement Expns,E,"21,311","21,311",
1000,12,1200,515150,10000720,515150,,1000-12-13-1200-000000-000000-000-515150-,Empl Insurance Premium,E,"38,922","38,922",
1000,12,1200,515160,10000720,515160,,1000-12-13-1200-000000-000000-000-515160-,Retiree Insurance Premium,E,"13,484","13,484",
1000,12,1200,515190,10000720,515190,,1000-12-13-1200-000000-000000-000-515190-,401K Retirement,E,"8,917","8,917",
1000,12,1200,515200,10000720,515200,,1000-12-13-1200-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819","4,819",
1000,12,1200,520060,10000720,520060,,1000-12-13-1200-000000-000000-000-520060-,Meals and Subsistence,E,"2,000","2,000",
1000,12,1200,520210,10000720,520210,,1000-12-13-1200-000000-000000-000-520210-,Advertising,E,"31,704","31,704",
1000,12,1200,520280,10000720,520280,,1000-12-13-1200-000000-000000-000-520280-,Temporary Help Fees,E,"1,200","1,200",
1000,12,1200,521900,10000720,521900,,1000-12-13-1200-000000-000000-000-521900-,Fees - Other,E,500,500,
1000,12,1200,521910,10000720,521910,,1000-12-13-1200-000000-000000-000-521910-,Misc Contractual Services,E,300,300,
1000,12,1200,522210,10000720,522210,,1000-12-13-1200-000000-000000-000-522210-,Specialty Departmental Supplie,E,"2,000","1,850",
1000,12,1200,522240,10000720,522240,,1000-12-13-1200-000000-000000-000-522240-,Office Supplies,E,"3,500","3,500",
1000,12,1200,522500,10000720,522500,,1000-12-13-1200-000000-000000-000-522500-,Telecommunications,E,"3,000","3,000",
1000,12,1200,522510,10000720,522510,,1000-12-13-1200-000000-000000-000-522510-,ISP Telecommunications,E,"1,673","1,673",
1000,12,1200,524010,10000720,524010,,1000-12-13-1200-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"41,913","41,913",
1000,12,1200,529020,10000720,529020,,1000-12-13-1200-000000-000000-000-529020-,Training Conf & Meetings,E,917,"6,100",
1000,12,1200,529030,10000720,529030,,1000-12-13-1200-000000-000000-000-529030-,Postage,E,650,650,
1000,12,1200,529040,10000720,529040,,1000-12-13-1200-000000-000000-000-529040-,Printing & Publishing,E,"32,000","32,000",
1000,12,1200,529050,10000720,529050,,1000-12-13-1200-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,850,"1,000",
1000,12,1200,560100,10000720,560100,,1000-12-13-1200-000000-000000-000-560100-,Reimbursed Expenses,E,0,0,
1000,13,0000,560100,10000730,560100,,1000-13-13-0000-000000-000000-000-560100-,Reimbursed Expenses,E,0,0,
1000,13,1300,510100,10000740,510100,,1000-13-13-1300-000000-000000-000-510100-,Salaries & Wages - Regular,E,"2,654,334","2,654,334",
1000,13,1300,510140,10000740,510140,,1000-13-13-1300-000000-000000-000-510140-,Overtime,E,0,0,
1000,13,1300,510150,10000740,510150,,1000-13-13-1300-000000-000000-000-510150-,Salary & Wage - Temp,E,"216,132","216,132",
1000,13,1300,510195,10000740,510195,,1000-13-13-1300-000000-000000-000-510195-,Employee Merit Pay,E,"48,936","48,936",
1000,13,1300,515130,10000740,515130,,1000-13-13-1300-000000-000000-000-515130-,Social Security Tax,E,"205,562","205,562",
1000,13,1300,515140,10000740,515140,,1000-13-13-1300-000000-000000-000-515140-,Empl Retirement Expns,E,"192,319","192,319",
1000,13,1300,515150,10000740,515150,,1000-13-13-1300-000000-000000-000-515150-,Empl Insurance Premium,E,"188,123","188,123",
1000,13,1300,515160,10000740,515160,,1000-13-13-1300-000000-000000-000-515160-,Retiree Insurance Premium,E,"47,194","47,194",
1000,13,1300,515190,10000740,515190,,1000-13-13-1300-000000-000000-000-515190-,401K Retirement,E,"80,468","80,468",
1000,13,1300,515200,10000740,515200,,1000-13-13-1300-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819","4,819",
1000,13,1300,520050,10000740,520050,,1000-13-13-1300-000000-000000-000-520050-,Auto & Othr Allowances,E,"4,500","4,500",
1000,13,1300,520240,10000740,520240,,1000-13-13-1300-000000-000000-000-520240-,Professional Fees - Legal,E,"98,550","98,550",
1000,13,1300,521900,10000740,521900,,1000-13-13-1300-000000-000000-000-521900-,Fees - Other,E,"15,000","15,000",
1000,13,1300,521910,10000740,521910,,1000-13-13-1300-000000-000000-000-521910-,Misc Contractual Services,E,"1,500","1,500",
1000,13,1300,522240,10000740,522240,,1000-13-13-1300-000000-000000-000-522240-,Office Supplies,E,"6,000","6,000",
1000,13,1300,522250,10000740,522250,,1000-13-13-1300-000000-000000-000-522250-,Technology Services,E,"17,000","17,000",
1000,13,1300,522500,10000740,522500,,1000-13-13-1300-000000-000000-000-522500-,Telecommunications,E,"18,500","18,500",
1000,13,1300,522510,10000740,522510,,1000-13-13-1300-000000-000000-000-522510-,ISP Telecommunications,E,"6,780","6,780",
1000,13,1300,524010,10000740,524010,,1000-13-13-1300-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"103,433","103,433",
1000,13,1300,529000,10000740,529000,,1000-13-13-1300-000000-000000-000-529000-,Travel & Meetings,E,"34,800","34,800",
1000,13,1300,529020,10000740,529020,,1000-13-13-1300-000000-000000-000-529020-,Training Conf & Meetings,E,"26,500","26,500",
1000,13,1300,529030,10000740,529030,,1000-13-13-1300-000000-000000-000-529030-,Postage,E,"3,000","3,000",
1000,13,1300,529040,10000740,529040,,1000-13-13-1300-000000-000000-000-529040-,Printing & Publishing,E,"7,400","7,400",
1000,13,1300,529050,10000740,529050,,1000-13-13-1300-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"76,000","76,000",
1000,13,1300,529999,10000740,529999,,1000-13-13-1300-000000-000000-000-529999-,Pcard expense - unallocated,E,0,0,
1000,13,1300,560100,10000740,560100,,1000-13-13-1300-000000-000000-000-560100-,Departmental Charges,E,"1,598,423","1,598,423",
1000,14,1400,510100,10000760,510100,,1000-14-13-1400-000000-000000-000-510100-,Salaries & Wages - Regular,E,"1,072,402","1,072,402",
1000,14,1400,510150,10000760,510150,,1000-14-13-1400-000000-000000-000-510150-,Salary & Wage - Temp,E,"45,000","45,000",
1000,14,1400,510195,10000760,510195,,1000-14-13-1400-000000-000000-000-510195-,Employee Merit Pay,E,"20,277","20,277",
1000,14,1400,515130,10000760,515130,,1000-14-13-1400-000000-000000-000-515130-,Social Security Tax,E,"83,959","83,959",
1000,14,1400,515140,10000760,515140,,1000-14-13-1400-000000-000000-000-515140-,Empl Retirement Expns,E,"78,345","78,345",
1000,14,1400,515150,10000760,515150,,1000-14-13-1400-000000-000000-000-515150-,Empl Insurance Premium,E,"84,331","84,331",
1000,14,1400,515160,10000760,515160,,1000-14-13-1400-000000-000000-000-515160-,Retiree Insurance Premium,E,"40,452","40,452",
1000,14,1400,515190,10000760,515190,,1000-14-13-1400-000000-000000-000-515190-,401K Retirement,E,"32,780","32,780",
1000,14,1400,515200,10000760,515200,,1000-14-13-1400-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819","4,819",
1000,14,1400,520050,10000760,520050,,1000-14-13-1400-000000-000000-000-520050-,Auto & Othr Allowances,E,250,250,
1000,14,1400,520060,10000760,520060,,1000-14-13-1400-000000-000000-000-520060-,Meals and Subsistence,E,"7,000","7,000",
1000,14,1400,520210,10000760,520210,,1000-14-13-1400-000000-000000-000-520210-,Advertising,E,270,270,
1000,14,1400,520610,10000760,520610,,1000-14-13-1400-000000-000000-000-520610-,Education,E,0,0,
1000,14,1400,521910,10000760,521910,,1000-14-13-1400-000000-000000-000-521910-,Misc Contractual Services,E,"59,883","59,883",
1000,14,1400,522210,10000760,522210,,1000-14-13-1400-000000-000000-000-522210-,Specialty Departmental Supplie,E,"6,200","6,200",
1000,14,1400,522240,10000760,522240,,1000-14-13-1400-000000-000000-000-522240-,Office Supplies,E,"5,337","5,337",
1000,14,1400,522250,10000760,522250,,1000-14-13-1400-000000-000000-000-522250-,Technology Services,E,"10,000","10,000",
1000,14,1400,522500,10000760,522500,,1000-14-13-1400-000000-000000-000-522500-,Telecommunications,E,"8,397","8,397",
1000,14,1400,522510,10000760,522510,,1000-14-13-1400-000000-000000-000-522510-,ISP Telecommunications,E,"3,562","3,562",
1000,14,1400,524010,10000760,524010,,1000-14-13-1400-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"40,825","40,825",
1000,14,1400,529000,10000760,529000,,1000-14-13-1400-000000-000000-000-529000-,Travel & Meetings,E,0,0,
1000,14,1400,529010,10000760,529010,,1000-14-13-1400-000000-000000-000-529010-,Empl Reimb Training Exp,E,"9,500","9,500",
1000,14,1400,529020,10000760,529020,,1000-14-13-1400-000000-000000-000-529020-,Training Conf & Meetings,E,"19,488","19,488",
1000,14,1400,529030,10000760,529030,,1000-14-13-1400-000000-000000-000-529030-,Postage,E,120,120,
1000,14,1400,529040,10000760,529040,,1000-14-13-1400-000000-000000-000-529040-,Printing & Publishing,E,"17,600","17,600",
1000,14,1400,529050,10000760,529050,,1000-14-13-1400-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"4,850","4,850",
1000,14,1400,560100,10000760,560100,,1000-14-13-1400-000000-000000-000-560100-,Departmental Charges,E,"63,171","63,171",
1000,14,1400,570200,10000760,570200,,1000-14-13-1400-000000-000000-000-570200-,Unexpendable Appropriations,E,"31,500","31,500",
1000,15,0000,521120,10000800,521120,,1000-15-11-0000-157335-000000-000-521120-,Grants,E,"100,000",0,
1000,15,0000,521910,10000800,521910,,1000-15-11-0000-157335-000000-000-521910-,Misc Contractual Services,E,"553,303","40,400",
1000,15,0000,522510,10000790,522510,,1000-15-11-0000-150730-000000-000-522510-,ISP Telecommunications,E,436,436,
1000,15,0000,570200,10000800,570200,,1000-15-11-0000-157335-000000-000-570200-,Unexpendable Appropriations,E,"38,173",0,
1000,15,1520,510100,10000820,510100,,1000-15-11-1520-152010-000000-000-510100-,Salaries & Wages - Regular,E,"397,840","397,840",
1000,15,1520,510100,10000830,510100,,1000-15-11-1520-152011-000000-000-510100-,Salaries & Wages - Regular,E,"270,021","270,021",
1000,15,1520,510100,10000840,510100,,1000-15-11-1520-152012-000000-000-510100-,Salaries & Wages - Regular,E,"356,416","356,416",
1000,15,1520,510100,10000850,510100,,1000-15-11-1520-152013-000000-000-510100-,Salaries & Wages - Regular,E,"1,569,235","1,569,235",
1000,15,1520,510100,10000860,510100,,1000-15-11-1520-152014-000000-000-510100-,Salaries & Wages - Regular,E,"1,457,539","1,457,539",
1000,15,1520,510100,10000870,510100,,1000-15-11-1520-152015-000000-000-510100-,Salaries & Wages - Regular,E,"1,211,783","1,211,783",
1000,15,1520,510100,10000880,510100,,1000-15-11-1520-152016-000000-000-510100-,Salaries & Wages - Regular,E,"278,708","278,708",
1000,15,1520,510100,10000890,510100,,1000-15-11-1520-152017-000000-000-510100-,Salaries & Wages - Regular,E,"526,917","526,917",
1000,15,1520,510140,10000840,510140,,1000-15-11-1520-152012-000000-000-510140-,Overtime,E,"8,000","8,000",
1000,15,1520,510140,10000850,510140,,1000-15-11-1520-152013-000000-000-510140-,Overtime,E,"113,000","113,000",
1000,15,1520,510140,10000860,510140,,1000-15-11-1520-152014-000000-000-510140-,Overtime,E,"43,225","43,225",
1000,15,1520,510140,10000870,510140,,1000-15-11-1520-152015-000000-000-510140-,Overtime,E,"54,500","54,500",
1000,15,1520,510140,10000880,510140,,1000-15-11-1520-152016-000000-000-510140-,Overtime,E,"10,000","10,000",
1000,15,1520,510140,10000890,510140,,1000-15-11-1520-152017-000000-000-510140-,Overtime,E,"34,344","34,344",
1000,15,1520,510150,10000860,510150,,1000-15-11-1520-152014-000000-000-510150-,Salary & Wage - Temp,E,"15,000","15,000",
1000,15,1520,510160,10000840,510160,,1000-15-11-1520-152012-000000-000-510160-,Workers Comp Transfer,E,0,0,
1000,15,1520,510195,10000820,510195,,1000-15-11-1520-152010-000000-000-510195-,Employee Merit Pay,E,"9,845","9,845",
1000,15,1520,510195,10000830,510195,,1000-15-11-1520-152011-000000-000-510195-,Employee Merit Pay,E,"4,168","4,168",
1000,15,1520,510195,10000840,510195,,1000-15-11-1520-152012-000000-000-510195-,Employee Merit Pay,E,"7,050","7,050",
1000,15,1520,510195,10000850,510195,,1000-15-11-1520-152013-000000-000-510195-,Employee Merit Pay,E,"21,694","21,694",
1000,15,1520,510195,10000860,510195,,1000-15-11-1520-152014-000000-000-510195-,Employee Merit Pay,E,"24,746","24,746",
1000,15,1520,510195,10000870,510195,,1000-15-11-1520-152015-000000-000-510195-,Employee Merit Pay,E,"19,822","19,822",
1000,15,1520,510195,10000880,510195,,1000-15-11-1520-152016-000000-000-510195-,Employee Merit Pay,E,"3,106","3,106",
1000,15,1520,510195,10000890,510195,,1000-15-11-1520-152017-000000-000-510195-,Employee Merit Pay,E,"10,072","10,072",
1000,15,1520,515130,10000820,515130,,1000-15-11-1520-152010-000000-000-515130-,Social Security Tax,E,"35,988","35,988",
1000,15,1520,515130,10000830,515130,,1000-15-11-1520-152011-000000-000-515130-,Social Security Tax,E,"20,976","20,976",
1000,15,1520,515130,10000840,515130,,1000-15-11-1520-152012-000000-000-515130-,Social Security Tax,E,"27,893","27,893",
1000,15,1520,515130,10000850,515130,,1000-15-11-1520-152013-000000-000-515130-,Social Security Tax,E,"121,735","121,735",
1000,15,1520,515130,10000860,515130,,1000-15-11-1520-152014-000000-000-515130-,Social Security Tax,E,"108,929","108,929",
1000,15,1520,515130,10000870,515130,,1000-15-11-1520-152015-000000-000-515130-,Social Security Tax,E,"94,218","94,218",
1000,15,1520,515130,10000880,515130,,1000-15-11-1520-152016-000000-000-515130-,Social Security Tax,E,"21,559","21,559",
1000,15,1520,515130,10000890,515130,,1000-15-11-1520-152017-000000-000-515130-,Social Security Tax,E,"41,080","41,080",
